150.71983,1
150.39235,1
142.56396,1
141.97137,1
139.91291,1
139.75697,1
139.55424,1
139.41389,1
134.50166,1
134.15858,1
134.03382,0.95
130.94614,0.47706
130.7746,0.96377
130.64984,0.39664
130.63425,0.99809
130.60306,0.93251
125.94033,0.20875
125.25418,0.99409
125.23858,0.59
122.88383,1
122.38481,0.74102
122.16649,0.18845
122.1353,0.00483
122.08852,0.65103
117.6909,0.0583
117.00475,6.00E-04
116.27181,0.76335
113.87027,0.22548
113.85468,0.0224
113.82349,0.34542
113.72992,0.12294
113.32447,0.15661
108.95804,0
108.77091,0
108.53699,0.23838
105.80797,0.40853
105.62084,0.0294
105.60524,0.00264
105.58965,0.06536
105.29335,0.59004
100.4279,0
100.00685,4.50E-04
99.16476,0
97.32462,0.04772
97.29343,4.21E-04
97.16867,0
97.05951,0
96.98154,0.021
91.5235,0.00156
91.30518,7.50E-04
91.16483,0
88.34225,0.00862
88.27987,0
88.24868,0
88.10833,0
88.06155,0
82.96218,0
82.6191,0
82.04211,6.51E-04
79.96806,0
79.92127,0
79.87449,0
79.8589,0.0051
79.79652,0
73.82387,0
73.80827,0
73.68352,0
71.17282,0
71.11044,0
71.04806,0
71.03247,0
71.01687,0
64.68555,0
64.65436,0
64.59198,0.00105
62.56471,0
62.50234,0
62.47115,0
62.45555,0
62.39317,0
56.4829,0
56.38933,0.00135
55.98388,0
54.14374,0.00379
54.09696,0
54.01898,0
53.95661,0
53.90982,0
47.40696,0
46.84556,0
45.17696,4.21E-04
45.11459,0
45.0678,0
45.0678,0
44.91186,0
38.51816,0.07028
38.45578,0
36.21018,0
35.96067,0
35.96067,0
35.96067,0
35.85151,0
29.08355,0
27.66446,0
27.64886,0
27.44614,0.0022
27.16544,0
27.11865,0
20.83411,0
